"","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"189","GANDANG KALIKASAN INC.","GANDANG KALIKASAN INC. USA","US",1,"GLUADIN",463894,91,5097.73626373626,"United States"
"190","GBPLEN CORPORATION","KOLEN CO., LTD,","KR",1,"OTHERS",920149,117,7864.52136752137,"South Korea"
"191","GLOBE INTL DISTRIBUTOR CENTER INC","PYE PRODUCTS M SDN BHD","MY",1,"SEAL",2631728,28197,93.3336170514594,"Malaysia"
"192","GLOBE INTL DISTRIBUTOR CENTER INC","PT ERJE LONDON CHEMICAL","ID",1,"SEAL",5033917,48000,104.873270833333,"Indonesia"
"193","GN POWER KAUSWAGAN LTD CO","SHANGHAI ELECTRIC POWER CONS","CN",1,"OTHERS",4356917,35625,122.299424561404,"China"
"194","GREENFLOOR INNOVATIONS CORPORATION","FLOOR CHEM ASIA CO LTD","TH",1,"OTHERS",9208452,145212,63.4138500950335,"Thailand"
"195","H B FULLER PHILS INC","H. B. FULLER (CHINA) ADHESIVES LTD.","CN",1,"ADHESIVE",4261889,24000,177.578708333333,"China"
"196","H B FULLER PHILS INC","H.B FULLER (CHINA) ADHESIVES LTD","CN",1,"OTHERS",479644,3087,155.375445416262,"China"
"197","H B FULLER PHILS INC","H.B FULLER ADHESIVE MALASYIA SDN BH","MY",1,"OTHERS",1724692,10800,159.693703703704,"Malaysia"
"198","H B FULLER PHILS INC","H. B. FULLER ADHESIVES MALAYSIA SDN","MY",1,"ADHESIVE",2815764,21375,131.731649122807,"Malaysia"
"199","H B FULLER PHILS INC","H B FULLER DEUTSCHLAND PRODUKTIONS","DE",1,"GLUE",2275859,13125,173.398780952381,"Germany"
"200","H B FULLER PHILS INC","H.B FULLER (CHINA) ADHESIVES LTD","CN",1,"ADHESIVE",2112804,14513,145.580100599463,"China"
"201","HAMBURG TRADING CORPORATION","CARGILL BIO CHEMICAL CO LTD","CN",1,"STARCH",1811862,39650,45.6963934426229,"China"
"202","HAMBURG TRADING CORPORATION","CARGILL BIO-CHEMICAL CO LTD","CN",1,"OTHERS",774809,19800,39.1317676767677,"China"
"203","HAMBURG TRADING CORPORATION","CARGILL INCORPORATED","US",1,"OTHERS",1502637,32500,46.2349846153846,"United States"
"204","HAMBURG TRADING CORPORATION","CARGILL DEUTSCHLAND GMBH","DE",1,"OTHERS",3937044,85000,46.3181647058824,"Germany"
"205","HANKYU HANSHIN LOGISTICS PHILS INC.","ITATSU CO., LTD","JP",1,"LOCTITE",1506636,1194,1261.8391959799,"Japan"
"206","HANKYU HANSHIN LOGISTICS PHILS INC.","ITATSU CO., LTD","JP",1,"OTHERS",363934,277,1313.84115523466,"Japan"
"207","HARBEST AGRIBUSINESS CORPORATION","LIANG JIN ENTERPRISE CO. LTD","TW",1,"ADHESIVE",897062,5280,169.898106060606,"Taiwan"
"208","HARVESTAR TECHNOLOGIES INC","HARVESTAR SOLUTIONS LIMITED","CN",1,"ADHESIVE",3478120,150,23187.4666666667,"China"
"209","HBW ENTERPRISES COMPANY","NINGBO SUNLIT INTERNATIONAL CO., LT","CN",1,"GLUE",4101529,93890,43.6844072851209,"China"
"210","HENKEL PHILIPPINES INC.","HENKEL ADHESIVE TECHNOLOGIES","VN",1,"OTHERS",4692472,36000,130.346444444444,"Vietnam"
"211","HENKEL PHILIPPINES INC.","PT.HENKEL ADHESIVE TECHNOLOGIE","ID",1,"OTHERS",2391895,19900,120.195728643216,"Indonesia"
"212","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES COMPANY LIMIT","CN",1,"ADHESIVE",1995319,16000,124.7074375,"China"
"213","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","CN",1,"ADHESIVE",5414074,41700,129.833908872902,"China"
"214","HENKEL PHILIPPINES INC.","HENKEL LOCTITE (CHINA) CO. LTD","CN",1,"ADHESIVE",1176704,423,2781.8061465721,"China"
"215","HENKEL PHILIPPINES INC.","HENKEL SINGAPORE PTE LTD","SG",1,"OTHERS",308008,129,2387.65891472868,"Singapore"
"216","HENKEL PHILIPPINES INC.","HENKEL CHEMICAL TECHNOLOGIES","CN",1,"OTHERS",4554276,26680,170.7,"China"
"217","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES COMPANY LIMIT","CN",1,"OTHERS",589978,3400,173.522941176471,"China"
"218","HENKEL PHILIPPINES INC.","HENKEL GLOBAL SUPPLY CHAIN BV","NL",1,"OTHERS",330907,1536,215.434244791667,"Netherlands"
"219","HENKEL PHILIPPINES INC.","HENKEL GLOBAL SUPPLY CHAIN B.V","NL",1,"OTHERS",517667,2304,224.681857638889,"Netherlands"
"220","HERCO TRADING INC","VITAL TECH SDN BHD","MY",1,"SEAL",2058244,47341,43.4769861219662,"Malaysia"
"221","HGST PHILIPPINES CORP.","THREE BOND SINGAPORE PTE LTD","SG",1,"OTHERS",291727,13,22440.5384615385,"Singapore"
"222","HI-Q COMMERCIAL.INC","PANCHEM INTERNATIONAL TRADING AND I","CN",1,"GELATIN",1570157,7500,209.354266666667,"China"
"223","HI-Q COMMERCIAL.INC","PANCHEM INTERNATIONAL TRADING AND I","CN",1,"PROTEIN",990402,7000,141.486,"China"
"224","HILTI PHILIPPINES INC.","HILTI AG","SG",1,"OTHERS",690167,2242,307.835414808207,"Singapore"
"225","HILTI PHILIPPINES INC.","HILTI CORPORATION","SG",1,"OTHERS",9799511,37199,263.434796634318,"Singapore"
"226","HIZON LABORATORIES INC","COLORCON ASIA PACIFIC PTE LTD","US",1,"STARCH",319552,1500,213.034666666667,"United States"
"227","HOMEBASE TRADING & GEN MERCHANDISE","PUNING JUN HAO YU TRADING CO., LTD.","CN",1,"GLUE",408360,5210,78.3800383877159,"China"
"228","HONDA PHILIPPINES INC.","THREE BOND SINGAPORE PTE LTD","SG",1,"OTHERS",367197,102,3599.97058823529,"Singapore"
"229","HONDA TRADING PHILS. CORPORATION","HONDA TRADING ASIA CO LTD","TH",1,"SEAL",1366237,12322,110.877860736893,"Thailand"
"230","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",1,"SEAL",11976204,58930,203.227625996946,"Japan"
"231","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",1,"EPOXY",6854357,25484,268.967077381887,"Japan"
"232","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",1,"OTHERS",10642055,34529,308.206290364621,"Japan"
"233","HYSONIC PHILIPPINES INC","RBK EMD CO., LTD","KR",1,"GLUE",685814,58,11824.3793103448,"South Korea"
"234","IM DIGITAL PHIL INC","SAKAI TRADING COMPANY LIMITED","JP",1,"ADHESIVE",1017198,159,6397.47169811321,"Japan"
"235","IM DIGITAL PHIL INC","IM CO. LTD","KR",1,"ADHESIVE",2229573,174,12813.6379310345,"South Korea"
"236","IMCD PHILIPPINES CORPORATION","BHJ A/S","DK",1,"OTHERS",3467523,10000,346.7523,"Denmark"
"237","INFINITY SPORTS INTERNATIONAL INC.","NINGBO JOHNSHEN STATIONERY CO.,LTD","CN",1,"GLUE",288314,7950,36.2659119496855,"China"
"238","INGREDION PHILIPPINES INC.","INGREDION INC","US",1,"OTHERS",1767952,36742,48.1180120842632,"United States"
"239","INGREDION PHILIPPINES INC.","INGREDION INC","US",1,"MODIFIED STARCH",2014203,37264,54.0522488192357,"United States"
"240","INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL","TH",1,"OTHERS",13990444,293070,47.7375507557921,"Thailand"
"241","INGREDION PHILIPPINES INC.","INGREDION BRASIL INGREDIENTS","BR",1,"MODIFIED STARCH",714858,10215,69.9812041116006,"Brazil"
"242","INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL","TH",1,"MODIFIED STARCH",1116013,35750,31.2171468531469,"Thailand"
"243","INGREDION PHILIPPINES INC.","INGREDION INC. 5 WESTBROOK","US",1,"OTHERS",3011807,53729,56.0555193657057,"United States"
"244","INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL (THAIL","TH",1,"MODIFIED STARCH",637672,18000,35.4262222222222,"Thailand"
"245","INLAND WAREHOUSING & LOGISTICS DIV.","THREEBOND CO., LTD","JP",1,"OTHERS",2515695,2052,1225.97222222222,"Japan"
"246","INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND MANUFACTURING (THAILAND)","TH",1,"ADHESIVE",8059186,2641,3051.56607345702,"Thailand"
"247","INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND MANUFACTURING (THAILAND)","TH",1,"OTHERS",4178469,1746,2393.16666666667,"Thailand"
"248","INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND SINGAPORE PTE LTD","SG",1,"OTHERS",807358,189,4271.73544973545,"Singapore"
"249","INLAND WAREHOUSING AND LOGISTICS/","VICTEX ADVANCED MATERIALS CORPORATI","TW",1,"OTHERS",889189,2900,306.616896551724,"Taiwan"
"250","INTEGRATED MICRO-ELECTRONICS INC.","EMANUELE MASCHERPA SPA","IT",1,"OTHERS",290964,1120,259.789285714286,"Italy"
"251","INTEGRATED MICRO-ELECTRONICS INC.","HENKEL LOCTITE","CN",1,"LOCTITE",347121,190,1826.95263157895,"China"
"252","INTEGRATED MICRO-ELECTRONICS INC.","NIHON HANDA MANUFACTURING","MY",1,"OTHERS",345623,126,2743.03968253968,"Malaysia"
"253","INTERNATIONAL FLAVORS & FRAGRANCES","DSM FOOD SPECIALTIES B.V.","DE",1,"OTHERS",277256,720,385.077777777778,"Germany"
"254","INTERNATIONAL WIRING SYSTEMS PHILS.","SIIX CORP.","JP",1,"OTHERS",2452073,1940,1263.95515463918,"Japan"
"255","J & J PHILIPPINES CORPORATION","JYOHOKU DENSO CO., LTD.","JP",1,"OTHERS",899828,422,2132.29383886256,"Japan"
"256","JAIRATECH INC.","HUNTSMAN ADVANCED MATERIALS","US",1,"OTHERS",648862,109,5952.8623853211,"United States"
"257","JANGHO GROUP CO LTD PHILIPPINE BRAN","GUANGZHOU JANGHO CURTAIN","CN",1,"SEAL",262283,850,308.568235294118,"China"
"258","JCT ENTERPRISE","HEBEI YUEHAN TRADING CO LTD","CN",1,"SEAL",337332,4800,70.2775,"China"
"259","JEBSEN & JESSEN INGREDIENTS (P)","VEDAN VIETNAM ENTERPRISE CORP LTD","VN",1,"MODIFIED STARCH",1657536,54000,30.6951111111111,"Vietnam"
"260","JEBSEN & JESSEN INGREDIENTS (P)","VEDAN VIETNAM ENTERPRISE CORP","VN",1,"MODIFIED STARCH",8277637,234000,35.3745170940171,"Vietnam"
"261","JT INTERNATIONAL ASIA MFG. CORP.","H.B. FULLER ADHESIVES MALAYSIA SDN","MY",1,"ADHESIVE",397767,3175,125.28094488189,"Malaysia"
"262","JTK ELECTRONIC COMPONENTS","WELLS ELECTRONIC MATERIAL","CN",1,"ADHESIVE",613530,2550,240.6,"China"
"263","KAMAZ TRADING","SHENZHEN YINGHUI CHUANGZHAN TRADE C","CN",1,"OTHERS",732613,27270,26.865163182985,"China"
"264","KASAMAHAN KAIBIGAN TRADING","NINGBO SUNLIT INTERNATIONAL CO., LT","CN",1,"GLUE",356663,13500,26.4194814814815,"China"
"265","KEMIE SPECIALITY CORP.","PT. DOW INDONESIA","CN",1,"OTHERS",649887,8000,81.235875,"China"
"266","KINPO ELECTRONICS (PHILIPPINES) INC","ATOM-CELS SINGAPORE PTE LTD","SG",1,"OTHERS",2029671,600,3382.785,"Singapore"
"267","KK CONVERTER PHILS INC.","ETERNAL MATERIALS CO LTD","TW",1,"OTHERS",446715,14400,31.021875,"Taiwan"
"268","KK CONVERTER PHILS INC.","KUO TAI RESIN INDUSTRIAL CO LTD","TW",1,"OTHERS",423007,18000,23.5003888888889,"Taiwan"
"269","KNOWLES ELECTRONICS (PHILIPPINES)/","NI MALAYSIA SDN BHD / NATIONAL INST","MY",1,"OTHERS",1594208,30,53140.2666666667,"Malaysia"
"270","KOMEYA FOOD PRODUCT CORPORATION","TONGAAT HULETT STARCH","ZA",1,"STARCH",4350377,3e+05,14.5012566666667,"South Africa"
"271","KORPACK PHILIPPINES CORPORATION","KORPACK CORPORATION","KR",1,"ADHESIVE",333799,7100,47.0139436619718,"South Korea"
"272","KOU FU PACKAGING CORPORATION","DING SHUNG MACHINERY COM., LTD","TW",1,"GLUE",1770115,20300,87.1977832512315,"Taiwan"
"273","LAKSHMI BEMT BUILDING ENVELOPE MANU","ALL SEAL AUSTRALIA","AU",1,"SEAL",2897102,10856,266.866433308769,"Australia"
"274","LINTEC PHILIPPINES (PEZA) INC.","PT. LINTEC INDONESIA","ID",1,"ADHESIVE",1501343,4985,301.172116349047,"Indonesia"
"275","LINTEC PHILIPPINES (PEZA) INC.","LINTEC CORPORATION","JP",1,"ADHESIVE",10164831,26154,388.65301674696,"Japan"
"276","LINTEC PHILIPPINES (PEZA) INC.","LINTEC (THAILAND) CO., LTD.","TH",1,"ADHESIVE",11652356,21727,536.307635660699,"Thailand"
"277","LINTEC PHILIPPINES (PEZA) INC.","LINTEC SINGAPORE PTE LTD","SG",1,"ADHESIVE",2249987,3730,603.213672922252,"Singapore"
"278","LITTELFUSE PHILS. INC.","M+S SILICON GMBH","DE",1,"OTHERS",353647,70,5052.1,"Germany"
"279","LUCRUM ENTERPRISES CORPORATION","MOMENTIVE PERFORMANCE MATERIALS (TH","TH",1,"SEAL",1126231,7258,155.170983742078,"Thailand"
"280","LUCRUM ENTERPRISES CORPORATION","MOMENTIVE PERFORMANCE","US",1,"OTHERS",329196,537,613.027932960894,"United States"
"281","LUCRUM ENTERPRISES CORPORATION","MOMENTIVE PERFORMANCE MATERIALS (NA","CN",1,"SEAL",948864,7154,132.634050880626,"China"
"282","M.A. TECHNOLOGY INC.","MITACHI CO LTD","JP",1,"ADHESIVE",6860961,1571,4367.25716104392,"Japan"
"283","MAGNA PRIME CHEMICAL TECH. INC.","SEKISUI FULLER CO LTD","JP",1,"SEAL",1400526,6240,224.443269230769,"Japan"
"284","MAGNOLIA INC.","FONTERRA LIMITED","NZ",1,"OTHERS",20689673,69300,298.55227994228,"New Zealand"
"285","MAHLE FILTER SYSTEMS PHILS. CORP.","MAHLE FILTER SYSTEMS JAPAN CORP GLO","JP",1,"ADHESIVE",3146854,25000,125.87416,"Japan"
"286","MARCH RESOURCES MFG. CORPORATION","HANGZHOU XIAORAN IMPORT AND EXPORT","CN",1,"SEAL",1921471,11178,171.897566648774,"China"
"287","MARIWASA-SIAM CERAMICS INC.","SCG TRADING CO LTD","TH",1,"ADHESIVE",567861,96000,5.91521875,"Thailand"
"288","MARKENBURG INTERNATIONAL FOODS CORP","ROUSSELOT SDN BHD","SG",1,"GELATIN",6040520,20000,302.026,"Singapore"
"289","MATERIALS SOLUTIONS  INC.","PT.AICA INDRIA","ID",1,"OTHERS",9813258,74302,132.072595623267,"Indonesia"
"290","MATERIALS SOLUTIONS  INC.","SEKISUI FULLER CO LTD","JP",1,"OTHERS",1847753,7408,249.426700863931,"Japan"
"291","MAXTRONIX LAGUNA INC","DYMAX ASIA PACIFIC PTE. LTD","SG",1,"GLUE",769279,29,26526.8620689655,"Singapore"
"292","MCCORMICK PHILIPPINES INC.","RUBECLAR INTERNATIONAL INC.","US",1,"OTHERS",515506,2300,224.133043478261,"United States"
"293","MDLD INTERCHEMICAL INDUSTRIES INC.","CLEO SINGAPORE","SG",1,"OTHERS",341663,510,669.927450980392,"Singapore"
"294","MEC ELECTRONICS PHILS. CORP.","MEC IMEX INC","TW",1,"ADHESIVE",940226,1637,574.359193646915,"Taiwan"
"295","MEGASOFT HYGIENIC PRODUCTS INC","SHENZHEN GUI HAO CHENG TRADE","CN",1,"ADHESIVE",10094479,169241,59.6455882439834,"China"
"296","MEGATRENDS  I&C CORPORATION","NURICHEM CO LTD","KR",1,"SEAL",1067286,14852,71.8614328036628,"South Korea"
"297","MEGATRENDS  I&C CORPORATION","NPT S.R.L A SOCIO UNICO","IT",1,"SEAL",867481,16895,51.345427641314,"Italy"
"298","MEGATRENDS  I&C CORPORATION","TREMCO ASIA PTE LTD","SG",1,"OTHERS",335183,891,376.187429854097,"Singapore"
"299","MICROCHIP TECHNOLOGY OPERATIONS","UCHIDA MK SDN BHD","MY",1,"OTHERS",464791,488,952.440573770492,"Malaysia"
"300","MINTRADE CORPORATION","GLOBECHEM RESOURCES CO., LTD","MY",1,"GLUE",2031642,147580,13.7663775579347,"Malaysia"
"301","MODERN HOME CLASSIC MARKETING/","FOSHAN CITY CHUANG SHI JI INDUSTRIA","CN",1,"SEAL",968116,14084,68.7387105935814,"China"
"302","MOLEX INTEGRATED PRODUCTS PHILS INC","ELLSWORTH ADHESIVE (SINGAPORE)","SG",1,"OTHERS",676214,384,1760.97395833333,"Singapore"
"303","MONDE NISSIN CORPORATION","GENERAL STARCH LIMITED","TH",1,"MODIFIED STARCH",3498530,95000,36.8266315789474,"Thailand"
"304","MONDE NISSIN CORPORATION","COOPERATIE AVEBE UA","NL",1,"OTHERS",835238,3000,278.412666666667,"Netherlands"
"305","MONDELEZ PHILIPPINES INC","FONTERRA LIMITED","NZ",1,"OTHERS",17814239,52500,339.318838095238,"New Zealand"
"306","MONROE MULTINATIONAL GROUP INC.","APPLIED DB PUBLIC COMPANY LTD.","TH",1,"OTHERS",3247639,6991,464.545701616364,"Thailand"
"307","MONROE MULTINATIONAL GROUP INC.","APPLIED DB PUBLIC COMPANY LTD.","TH",1,"GLUE",374436,970,386.016494845361,"Thailand"
"308","MULTI RICH HOME DECORS INCORPORATED","SHANGHAI BADA TEXTILES CO LTD","CN",1,"ADHESIVE",664373,14076,47.1989911906792,"China"
"309","MULTIFLEX RNC PHILS. INC.","ALFA KLEBSTOFFE AG","CH",1,"GLUE",2048196,8511,240.652802255904,"Switzerland"
"310","MULTIHOME VENTURE INC.","YIWU JUZHAN IMPORT AND EXPORT","CN",1,"GLUE",419948,6650,63.1500751879699,"China"
"311","N.T. PHILIPPINES INC.","TAIFLEX SCIENTIFIC CO. LTD.","TW",1,"OTHERS",382615,120,3188.45833333333,"Taiwan"
"312","N.T. PHILIPPINES INC.","SRP ZHUHAI CO., LTD.","CN",1,"OTHERS",915338,144,6356.51388888889,"China"
"313","N.T. PHILIPPINES INC.","MULTEK FLEXIBLE CIRCUITS, INC.","US",1,"OTHERS",677221,500,1354.442,"United States"
"314","NAKAYAMA TECHNOLOGY CORPORATION","NAKAYAMA CO., LTD.","JP",1,"ADHESIVE",541678,3147,172.125198601843,"Japan"
"315","NAKAYAMA TECHNOLOGY CORPORATION","NAKAYAMA CO., LTD.","JP",1,"GLUE",2360612,12250,192.703020408163,"Japan"
"316","NAN PAO RESINS CHEMICAL PHILIPPINES","EASTLION ENTERPRISES LTD","CN",1,"ADHESIVE",6749892,55250,122.169990950226,"China"
"317","NAN PAO RESINS CHEMICAL PHILIPPINES","NAN PAO RESINS VN ENTERPRISE LTD","VN",1,"GLUE",842230,22000,38.2831818181818,"Vietnam"
"318","NAN PAO RESINS CHEMICAL PHILIPPINES","FOSHAN NAN PAO ADVANCED MATERIALS C","CN",1,"ADHESIVE",2204548,19000,116.028842105263,"China"
"319","NAN PAO RESINS CHEMICAL PHILIPPINES","NAN PAO RESINS CHEMICAL CO LTD","TW",1,"ADHESIVE",3787954,22376,169.286467643904,"Taiwan"
"320","NELTEX DEVELOPMENT CO. INC","NAN YA PLASTICS CORPORATION","TW",1,"GLUE",4682244,43200,108.385277777778,"Taiwan"
"321","NESTLE PHILIPPINES INC.","ARMOR PROTEINES SAS","FR",1,"CASEINATE",16547964,40000,413.6991,"France"
"322","NESTLE PHILIPPINES INC.","FONTERRA LIMITED","NZ",1,"CASEINATE",10616188,25580,415.019077404222,"New Zealand"
"323","NESTLE PHILIPPINES INC.","ARLA FOODS AMBA","DK",1,"CASEINATE",53799502,151200,355.816812169312,"Denmark"
"324","NEW FLAVOR HOUSE INC.","SHANGHAI DONGSHENG BIO-TECH CO., LT","CN",1,"OTHERS",1279424,760,1683.45263157895,"China"
"325","NEW ZEALAND CREAMERY INC.","FONTERRA LIMITED","NZ",1,"OTHERS",4964896,16000,310.306,"New Zealand"
"326","NIDEC PHILIPPINES CORPORATION","KAKEN TECH CO., LTD","JP",1,"ADHESIVE",300117,19,15795.6315789474,"Japan"
"327","NIKKOSHI PHILIPPINES CORPORATION","KISCO (T) LTD.","TH",1,"OTHERS",271313,44,6166.20454545455,"Thailand"
"328","NIPPON PAINT COATINGS PHILIPPINES","SUZUKACOAT (M) SDN BHD","MY",1,"OTHERS",881537,39600,22.2610353535354,"Malaysia"
"329","NISSHO PRECISION PHILIPPINES INC.","NISSHO PRECISION(THAILAND)CO.LTD.","TH",1,"OTHERS",410980,196,2096.83673469388,"Thailand"
"330","NUTRI-ASIA INC.","ROQUETTE ITALIA SPA","IT",1,"MODIFIED STARCH",3462909,76000,45.5645921052632,"Italy"
"331","NUTRI-ASIA INC.","TATE & LYLE NETHERLANDS B.V.","NL",1,"MODIFIED STARCH",10239938,217250,47.1343521288838,"Netherlands"
"332","ON SEMICONDUCTOR PHILIPPINES INC.","SUMITOMO BAKELITE SINGAPORE","SG",1,"OTHERS",6245249,395,15810.7569620253,"Singapore"
"333","OUROKU CORPORATION","GAIN CORPORATION","JP",1,"OTHERS",10503724,39573,265.426528188411,"Japan"
"334","PAREXGROUP INC.","EMFI SAS","DE",1,"ADHESIVE",3673981,21589,170.178377877623,"Germany"
"335","PHILCHEMA INC","INDUSTRIAL TECNICA PECURIA S.A","ES",1,"OTHERS",5961434,15000,397.428933333333,"Spain"
"336","PHILIPPINE INDUSTRIAL SEALANTS &","THE DOW CHEMICAL COMPANY","US",1,"SEAL",4257719,13793,308.68694265207,"United States"
"337","PILIPINAS KYOHRITSU INC.","SUMITOMO WIRING SYSTEMS, LTD","JP",1,"SEAL",2911613,2142,1359.2964519141,"Japan"
"338","PPG INDUSTRIES SALES INC.","SHANGHAI GUANGSHANG ITN'L TRADE","CN",1,"OTHERS",1154058,11455,100.747097337407,"China"
"339","PREMIERE ADHESIVES AND COATINGS INC","COOPERATIE AVEBE U.A.","NL",1,"OTHERS",1991237,26000,76.5860384615385,"Netherlands"
"340","PRINT UNIVERSE GRAPHICS & PACKAGING","SHNAGHAI ROCKY ADHESIVES CO.,","CN",1,"ADHESIVE",715846,13000,55.0650769230769,"China"
"341","PROCTER & GAMBLE PHILIPPINES INC","HENKEL ADHESIVES TECHNOLOGIES (GUAN","CN",1,"ADHESIVE",5371699,19200,279.775989583333,"China"
"342","PROCTER & GAMBLE PHILIPPINES INC","HENKEL CHEMICAL TECHNOLOGIES (SHANG","CN",1,"ADHESIVE",2155664,8640,249.498148148148,"China"
"343","PROCTER & GAMBLE PHILIPPINES INC","FIRMENICH AROMATICS (CHINA) CO. LTD","CN",1,"OTHERS",1141691,2000,570.8455,"China"
"344","PROCTER & GAMBLE PHILIPPINES INC","GENENCOR INTERNATIONAL B.V.","FI",1,"OTHERS",3423208,10000,342.3208,"Finland"
"345","PROCTER & GAMBLE PHILIPPINES INC","NOVOZYMES A/S","DK",1,"ECLIPSE",4031045,5000,806.209,"Denmark"
"346","PROCTER & GAMBLE PHILIPPINES INC","NOVOZYMES (CHINA) BIOTECHNOLOGY CO","CN",1,"MEDLEY",3948095,10000,394.8095,"China"
"347","PROCTER & GAMBLE PHILIPPINES INC","NOVOZYMES (CHINA) BIOTECHNOLOGY CO","CN",1,"OTHERS",2030429,6000,338.404833333333,"China"
"348","PROMAX INTERNATIONAL","AB ENZYMES GMBH","SG",1,"OTHERS",4600105,4840,950.434917355372,"Singapore"
"349","PROMESSO BUSINESS SOLUTIONS CORP","BHOLE BABA MILK FOOD INDUSTRIES LTD","IN",1,"OTHERS",2611372,8000,326.4215,"India"
"350","PROMESSO BUSINESS SOLUTIONS CORP","QINGDAO CROWN IMP. & EXP. CORP.LTD","CN",1,"PROTEIN",2929196,25000,117.16784,"China"
"351","PURATOS PHILIPPINES INC.","PURATOS NV","BE",1,"OTHERS",944695,9850,95.9081218274112,"Belgium"
"352","PURATOS PHILIPPINES INC.","PURATOS INDUSTRIELAAN","BE",1,"PREMIX",890658,1416,628.995762711864,"Belgium"
"353","PURECHEM CORPORATION","GELTECH CO. LTD.","KR",1,"GELATIN",6757763,20000,337.88815,"South Korea"
"354","PURECHEM CORPORATION","THAI-MC COMPANY LIMITED","TH",1,"MODIFIED STARCH",746161,18000,41.4533888888889,"Thailand"
"355","PV TECH PTE. LTD. PHIL. BR. OFFICE","SHANGHAI HUITIAN NEW MATERIAL","CN",1,"SEAL",637795,4320,147.637731481481,"China"
"356","QUANTA PAPER CORPORATION","FOCUS HOTMELT CO. LTD.","CN",1,"ADHESIVE",1921639,20160,95.3193948412698,"China"
"357","RED SPRUCE TRADING","FLOWCRETE ASIA SDN BHD","MY",1,"OTHERS",718757,15426,46.5938674964346,"Malaysia"
"358","REFAMED RESEARCH LABORATORY","ADISSEO ASIA PACIFIC PTE LTD","SG",1,"OTHERS",2742586,5400,507.886296296296,"Singapore"
"359","RELIABLE INDUSTRIES INC.","UBIS ASIA PUBLIC COMPANY LTD","TH",1,"OTHERS",2039515,13200,154.508712121212,"Thailand"
"360","REPUBLIC CHEMICAL INDUSTRIES INC.","SOUDAL LTD","CN",1,"SEAL",1205567,6240,193.19983974359,"China"
"361","REPUBLIC CHEMICAL INDUSTRIES INC.","MOMENTIVE PERFORMANCE MATERIALS THA","TH",1,"SEAL",3097707,14695,210.800068050357,"Thailand"
"362","REPUBLIC CHEMICAL INDUSTRIES INC.","SOUDAL LTD.","CN",1,"SEAL",1184388,14518,81.5806584929054,"China"
"363","REPUBLIC CHEMICAL INDUSTRIES INC.","AKKIM YAPI KIMYASALLARI SAN VE","TR",1,"SEAL",1410790,7899,178.603620711482,"Turkey"
"364","ROMTECH CONSTRUCTION INC","INDEX CONSTRUCTION SYSTEMS AND PROD","IT",1,"OTHERS",717318,12645,56.7274021352313,"Italy"
"365","S.D. TRADING CORPORATION","LOGTHAI OROTEX CO LTD","TH",1,"OTHERS",546493,1115,490.128251121076,"Thailand"
"366","S.E.A OLYMPUS MARKETING INC.","ALTECO CHEMICAL PTE., LTD.","JP",1,"ADHESIVE",501357,80,6266.9625,"Japan"
"367","S.E.A OLYMPUS MARKETING INC.","SEUNG HYUN CO., LTD.","KR",1,"OTHERS",560035,2172,257.843001841621,"South Korea"
"368","S.E.A OLYMPUS MARKETING INC.","SEUNG HYUN CO., LTD.","KR",1,"SEAL",466446,2160,215.947222222222,"South Korea"
"369","S2A ENTERPRISE","TRANSCEND INTERNATIONAL BUSINESS SH","CN",1,"ADHESIVE",1306662,23800,54.9017647058823,"China"
"370","SAINT GOBAIN PHILIPPINES CO. LTD.","SAINT- GOBAIN WEBER CO LTD","TH",1,"OTHERS",345205,13400,25.7615671641791,"Thailand"
"371","SAMBON P&E PHILS. CORP.","DREAM HI TECH","KR",1,"ADHESIVE",1007252,350,2877.86285714286,"South Korea"
"372","SAMSUNG ELECTRO-MECHANICS","CHANG JO CO LTD","KR",1,"ADHESIVE",1499148,1312,1142.64329268293,"South Korea"
"373","SAMSUNG ELECTRO-MECHANICS","CHANG JO CO., LTD","KR",1,"ADHESIVE",1363112,1212,1124.6798679868,"South Korea"
"374","SAMSUNG ELECTRO-MECHANICS","SAMSUNG SDI CO., LTD","KR",1,"EPOXY",629537,727,865.938101788171,"South Korea"
"375","SAN MIGUEL BREWERY INC","NOVOZYMES MALAYSIA SDN BHD","US",1,"ENZYME",11631449,26400,440.585189393939,"United States"
"376","SAN MIGUEL BREWERY INC","C.T. STRUCKMANN & WAEGE","DE",1,"OTHERS",2261457,1350,1675.15333333333,"Germany"
